id,created,superceded_id,valid,classification_system,cell_type,pt_supervoxel_id,pt_root_id,pt_position
658,2023-11-15 18:40:09.311607+00:00,,t,local,19B,73328904626297789,648518346483664559,[ 38056 140992    573]
659,2023-11-15 18:40:09.312267+00:00,,t,local,5B,73258537627010665,648518346472248626,[ 36464 140168   3911]
660,2023-11-15 18:40:09.312886+00:00,,t,local,17A,72343192787549270,648518346486175074,[  9552 123648   1185]
661,2023-11-15 18:40:09.313630+00:00,,t,local_intersegmental,18B,73962910518738673,648518346491822191,[ 55328 159784    581]
662,2023-11-15 18:40:09.314241+00:00,,t,local,6A,73540424652137897,648518346511104130,[ 43216 151584   3399]
664,2023-11-15 18:40:09.315420+00:00,,t,local,8A,74102549904673466,648518346497999770,[ 59928 127744   3243]
665,2023-11-15 18:40:09.316023+00:00,,t,local,3B,72413493349156113,648518346489663503,[ 10992 122112   2272]
666,2023-11-15 18:40:09.316608+00:00,,t,local,6B,73047774723417474,648518346479804148,[ 30016 150664   3408]
667,2023-11-15 18:40:09.317193+00:00,,t,local,6A,73540424853131807,648518346486547681,[ 44320 152216   3728]
744,2023-11-15 18:40:09.363484+00:00,,t,local,hlx16,72413562672367339,648518346472768459,[ 10336 124568   3341]
748,2023-11-15 18:40:09.365801+00:00,,t,local,3B,72977680186109196,648518346488309534,[ 27344 158024   2125]
805,2023-11-15 18:40:09.399562+00:00,,t,local_intersegmental,3B,72907173801615870,648518346483213030,[ 24592 154968   1723]
753,2023-11-15 18:40:09.368886+00:00,,t,local,3B,72343056221283303,648518346490007244,[  9112 120776   2939]
763,2023-11-15 18:40:09.374750+00:00,,t,ascending,uk,73186175212639958,648518346483016613,[34112 81568  2360]
791,2023-11-15 18:40:09.391296+00:00,,t,local_intersegmental,8B,73891306501686798,648518346496527223,[ 53664 123248   3784]
747,2023-11-15 18:40:09.365239+00:00,,t,local,19B,73540217017321448,648518346497493784,[ 43880 147120    566]
755,2023-11-15 18:40:09.370037+00:00,,t,local,3B,72907242588188170,648518346486516872,[ 25016 155744   1833]
751,2023-11-15 18:40:09.367718+00:00,,t,local,uk,73260047911986127,648518346493408576,[ 35112 184368    945]
734,2023-11-15 18:40:09.357573+00:00,,t,local,17A,72343261506874735,648518346501086486,[  8624 125288   1175]
736,2023-11-15 18:40:09.358732+00:00,,t,local,17A,72413561195940898,648518346517373220,[ 11448 124440    621]
735,2023-11-15 18:40:09.358161+00:00,,t,local,11B,72906692161223421,648518346496903036,[ 26088 141208    537]
738,2023-11-15 18:40:09.360038+00:00,,t,local,19B,73751392036496640,648518346494104311,[ 50488 147760    719]
739,2023-11-15 18:40:09.360606+00:00,,t,mn,uk,73961537538507611,648518346490322698,[ 56576 120488   3287]
740,2023-11-15 18:40:09.361182+00:00,,t,local,3B,72483794045059555,648518346476569974,[ 12880 120512   3558]
741,2023-11-15 18:40:09.361755+00:00,,t,local,12A,72766711728123760,648518346479309019,[ 21712 163432   2786]
742,2023-11-15 18:40:09.362347+00:00,,t,local,17A,72272823909369036,648518346495524514,[  6896 124208   1026]
743,2023-11-15 18:40:09.362919+00:00,,t,local,6A,72907174405615047,648518346486241440,[ 26024 154480   2888]
745,2023-11-15 18:40:09.364065+00:00,,t,local,5B,73258469041699605,648518346488902890,[ 35760 137880   4134]
746,2023-11-15 18:40:09.364636+00:00,,t,local,19B,73821692061027929,648518346489701849,[ 51808 147280    724]
796,2023-11-15 18:40:09.394183+00:00,,t,local,3B,73047980143666166,648518346488909752,[ 29592 157088   1977]
798,2023-11-15 18:40:09.395343+00:00,,t,ascending,uk,72695175289597232,648518346490008012,[ 19984 128984   3753]
749,2023-11-15 18:40:09.366400+00:00,,t,local,7B,73538431653120943,648518346486641916,[44344 93088  3128]
750,2023-11-15 18:40:09.367140+00:00,,t,local,5B,73188306187450771,648518346494345448,[ 33968 145368   3602]
752,2023-11-15 18:40:09.368304+00:00,,t,local,0A,73117662833871639,648518346509090426,[ 30728 135280   4142]
766,2023-11-15 18:40:09.376475+00:00,,t,local,hlx16,73045643748455800,648518346496420669,[29480 86648  2073]
754,2023-11-15 18:40:09.369459+00:00,,t,local_intersegmental,uk,73048460307369897,648518346509143162,[ 30192 170256    362]
757,2023-11-15 18:40:09.371178+00:00,,t,mn,uk,72483793575108971,648518346494250631,[ 13152 120160   2610]
758,2023-11-15 18:40:09.371742+00:00,,t,local,3B,72554093935403497,648518346517780584,[ 15648 116864   3275]
759,2023-11-15 18:40:09.372325+00:00,,t,local,8B,73961606325014761,648518346509763386,[ 56864 122520   3408]
760,2023-11-15 18:40:09.372902+00:00,,t,local,6B,73258468840568682,648518346475398272,[ 36064 137472   3812]
777,2023-11-15 18:40:09.382955+00:00,,t,local,3B,72977680186144791,648518346484261405,[ 28384 158976   2148]
764,2023-11-15 18:40:09.375334+00:00,,t,local_intersegmental,19B,73821829500065171,648518346501084950,[ 51864 150784    688]
765,2023-11-15 18:40:09.375905+00:00,,t,local,11B,72836323417185354,648518346486584801,[ 22600 139832    635]
767,2023-11-15 18:40:09.377049+00:00,,t,local,8B,73891237715018143,648518346497968282,[ 54624 122288   3606]
768,2023-11-15 18:40:09.377614+00:00,,t,local,11B,72906760880751876,648518346503571617,[ 25680 143088    546]
770,2023-11-15 18:40:09.378766+00:00,,t,local,3B,72413425032429119,648518346490471260,[ 10416 119632   3035]
771,2023-11-15 18:40:09.379352+00:00,,t,mn,uk,74031768910691151,648518346479177167,[ 58576 116080   3359]
772,2023-11-15 18:40:09.379928+00:00,,t,local,6A,73610862182764318,648518346493144896,[ 46904 153840   3484]
773,2023-11-15 18:40:09.380514+00:00,,t,local_intersegmental,6B,73682329566289000,648518346488603064,[ 48944 188104   1859]
774,2023-11-15 18:40:09.381093+00:00,,t,local,2A,73328219042210726,648518346515734522,[ 37232 120456   3645]
775,2023-11-15 18:40:09.381788+00:00,,t,local,3B,72343124739160815,648518346501883465,[ 10040 121504   2475]
776,2023-11-15 18:40:09.382378+00:00,,t,local,3B,73750294068378373,648518346482861286,[ 50376 116584   3680]
762,2023-11-15 18:40:09.374178+00:00,,t,local,6B,73399000170375072,648518346489060337,[ 38920 132560   3820]
778,2023-11-15 18:40:09.383527+00:00,,t,local,8A,74104060189697726,648518346515732986,[ 60656 172984    312]
779,2023-11-15 18:40:09.384106+00:00,,t,local,0A,73117456608483686,648518346488918761,[ 31312 130600   4053]
780,2023-11-15 18:40:09.384686+00:00,,t,local,8A,74032249880134913,648518346500951964,[ 58016 129376   3289]
781,2023-11-15 18:40:09.385266+00:00,,t,local,12A,73751530750350503,648518346491058209,[ 49712 153536   3128]
782,2023-11-15 18:40:09.385826+00:00,,t,local,12A,73399549389461676,648518346465987376,[ 40920 148992   2802]
783,2023-11-15 18:40:09.386419+00:00,,t,local_intersegmental,19B,73399479596127760,648518346479879397,[ 40664 146192    736]
784,2023-11-15 18:40:09.387003+00:00,,t,local_intersegmental,17A,73188510668187174,648518346502825459,[ 33504 151536    445]
785,2023-11-15 18:40:09.387605+00:00,,t,local,hlx16,72413562538419373,648518346514116907,[ 11600 124200   3143]
786,2023-11-15 18:40:09.388187+00:00,,t,local_intersegmental,uk,72624944051493420,648518346499300190,[ 18024 132280   3922]
787,2023-11-15 18:40:09.388759+00:00,,t,local,3B,72343124672204584,648518346488028446,[  9408 122184   2418]
788,2023-11-15 18:40:09.389515+00:00,,t,local,19B,73751254597440159,648518346492959152,[ 50472 145272    729]
789,2023-11-15 18:40:09.390107+00:00,,t,local,6A,72836874515164722,648518346495923402,[ 23528 155808   3164]
790,2023-11-15 18:40:09.390697+00:00,,t,local,11B,72906829600445603,648518346490895649,[ 25480 143704    641]
769,2023-11-15 18:40:09.378193+00:00,,t,local,3B,73118280101458186,648518346502608467,[ 31080 155408   1910]
793,2023-11-15 18:40:09.392444+00:00,,t,local,hlx16,72413562605613231,648518346491811695,[ 10808 123648   3331]
794,2023-11-15 18:40:09.393024+00:00,,t,local,3B,72413356446815908,648518346496840420,[ 11512 118424   3222]
795,2023-11-15 18:40:09.393602+00:00,,t,local,17A,74102548830925352,648518346496547452,[ 60296 129008   1204]
797,2023-11-15 18:40:09.394753+00:00,,t,local,6A,73540424853578230,648518346481038938,[ 44384 153032   3801]
799,2023-11-15 18:40:09.395920+00:00,,t,local_intersegmental,19B,73470741357686979,648518346483584405,[ 42080 173824     99]
800,2023-11-15 18:40:09.396526+00:00,,t,local_intersegmental,17A,72977541941547658,648518346486260384,[ 28600 155448    525]
801,2023-11-15 18:40:09.397244+00:00,,t,local,19B,73399548248559526,648518346466551150,[ 40624 149104    645]
802,2023-11-15 18:40:09.397808+00:00,,t,local_intersegmental,8A,74033760030646878,648518346514160427,[ 58616 175256    125]
803,2023-11-15 18:40:09.398411+00:00,,t,local_intersegmental,17A,72977542008644391,648518346477548814,[ 28488 155240    658]
804,2023-11-15 18:40:09.398994+00:00,,t,local,3B,72343124739296387,648518346501085974,[  9912 122096   2540]
806,2023-11-15 18:40:09.400142+00:00,,t,local,3B,73751667719826046,648518346490947617,[ 51048 156184   2313]
792,2023-11-15 18:40:09.391869+00:00,,t,local_intersegmental,3A,72696342983751669,648518346480424358,[ 19768 163680   2701]
737,2023-11-15 18:40:09.359453+00:00,,t,ascending,uk,72837080338188528,648518346486410130,[ 24184 163160   2563]
756,2023-11-15 18:40:09.370607+00:00,,t,ascending,uk,73115943706252194,648518346507539487,[31104 84032  2055]
761,2023-11-15 18:40:09.373485+00:00,,t,proof,2A,73541454370456824,648518346502610771,[ 43560 183888   1318]
373,2023-11-15 18:40:09.133550+00:00,,t,local,17A,72483930074589456,648518346485861316,[ 14248 123912    799]
374,2023-11-15 18:40:09.134469+00:00,,t,local,6B,73258262682085216,648518346515579210,[ 36496 133032   3804]
375,2023-11-15 18:40:09.135746+00:00,,t,local,hlx16,72343193525741775,648518346504771187,[  9976 123768   2647]
376,2023-11-15 18:40:09.136837+00:00,,t,local,17A,72906073685739110,648518346501176973,[ 25656 122840    627]
377,2023-11-15 18:40:09.137658+00:00,,t,local,6B,73258468974632514,648518346492244931,[ 36544 137336   4027]
378,2023-11-15 18:40:09.138416+00:00,,t,local,3B,72555054934264638,648518346483984669,[ 14376 145448   1272]
379,2023-11-15 18:40:09.139153+00:00,,t,local,17A,72413699037816985,648518346504051662,[ 11792 127352   1335]
380,2023-11-15 18:40:09.139833+00:00,,t,local,3B,72836529642608485,648518346526231767,[ 23256 146296    671]
381,2023-11-15 18:40:09.140635+00:00,,t,mn,uk,72413287056445912,648518346488827114,[ 11568 116472   1959]
382,2023-11-15 18:40:09.141437+00:00,,t,local,3B,73047773985297343,648518346495519906,[ 29344 150728   2004]
383,2023-11-15 18:40:09.142179+00:00,,t,local,17A,72272755458282597,648518346498395668,[  8120 122840   1519]
454,2023-11-15 18:40:09.188311+00:00,,t,local_intersegmental,17A,72272755323869750,648518346500772824,[  8008 122760   1190]
474,2023-11-15 18:40:09.200448+00:00,,t,ascending,uk,72766504898589683,648518346491844113,[ 22384 156384   1512]
728,2023-11-15 18:40:09.354104+00:00,,t,local,19B,72413355440506027,648518346475474488,[ 12216 117216   1373]
458,2023-11-15 18:40:09.190668+00:00,,t,local_intersegmental,5B,73258674864776513,648518346496065899,[ 35184 143728   3572]
462,2023-11-15 18:40:09.193143+00:00,,t,local_intersegmental,5B,73258468907603504,648518346518631254,[ 35112 137896   3934]
723,2023-11-15 18:40:09.351100+00:00,,t,local_intersegmental,uk,72836118936487508,648518346488992497,[ 22824 134304   3837]
446,2023-11-15 18:40:09.183450+00:00,,t,local_intersegmental,17A,72272823975960993,648518346491866686,[  6344 123264   1036]
384,2023-11-15 18:40:09.143039+00:00,,t,ascending,uk,72765198893077710,648518346531610650,[ 21376 117512    881]
393,2023-11-15 18:40:09.149116+00:00,,t,local,3B,72835775338976997,648518346493433372,[ 24296 124112   3753]
807,2023-11-15 18:40:09.400709+00:00,,t,local,8B,72624668838104344,648518346531632410,[ 17464 123784   3295]
483,2023-11-15 18:40:09.205810+00:00,,t,local,8A,72484137239582617,648518346494330169,[ 12560 131000   2719]
477,2023-11-15 18:40:09.202231+00:00,,t,local_intersegmental,uk,73189747752756633,648518346500637244,[ 33392 187272    659]
363,2023-11-15 18:40:09.126330+00:00,,t,local_intersegmental,18B,74172849325480201,648518346494899378,[ 61784 125944   2103]
364,2023-11-15 18:40:09.127130+00:00,,t,local,17A,72483930007534001,648518346477577692,[ 13144 124736    734]
365,2023-11-15 18:40:09.127837+00:00,,t,local,3B,72977198344498649,648518346514394311,[ 26696 144488    597]
366,2023-11-15 18:40:09.128556+00:00,,t,local,6B,73258468974635171,648518346515775994,[ 35888 138232   4029]
371,2023-11-15 18:40:09.132086+00:00,,t,local_intersegmental,PSI,72413561666064108,648518346494085367,[ 10640 124624   1507]
475,2023-11-15 18:40:09.201045+00:00,,t,mn,uk,72413837282052690,648518346509092415,[ 10864 132656   2863]
386,2023-11-15 18:40:09.144311+00:00,,t,local,17A,72624598843664982,648518346482739753,[ 16624 122648    867]
387,2023-11-15 18:40:09.144984+00:00,,t,local,3B,72554711202834205,648518346477886957,[ 14488 136040    987]
388,2023-11-15 18:40:09.145644+00:00,,t,local,3B,72554711336931326,648518346487822103,[ 14576 136520   1186]
389,2023-11-15 18:40:09.146320+00:00,,t,local,3B,72625217318745021,648518346494205042,[ 17640 139376    834]
390,2023-11-15 18:40:09.147062+00:00,,t,local_intersegmental,17A,72343261507204237,648518346496300349,[  9200 125552   1286]
391,2023-11-15 18:40:09.147768+00:00,,t,local_intersegmental,18B,72343261372993214,648518346477944021,[  8688 126512   1026]
392,2023-11-15 18:40:09.148450+00:00,,t,local,17A,72413561867409472,648518346496690989,[ 10328 123856   1899]
394,2023-11-15 18:40:09.149730+00:00,,t,local_intersegmental,5B,73823135639871910,648518346493933600,[ 51808 188528   1620]
396,2023-11-15 18:40:09.151067+00:00,,t,local,6B,73328975090803219,648518346494045175,[ 38568 142832   3938]
397,2023-11-15 18:40:09.152790+00:00,,t,local_intersegmental,uk,73189816539623303,648518346502818291,[ 33528 188552    826]
399,2023-11-15 18:40:09.154140+00:00,,t,local_intersegmental,uk,73119447795451627,648518346521438457,[ 32528 188744    826]
400,2023-11-15 18:40:09.154819+00:00,,t,local,17A,72413492678217073,648518346495578018,[ 12056 122816   1014]
443,2023-11-15 18:40:09.181659+00:00,,t,local,19B,73469848273302027,648518346504054568,[ 42992 146976    642]
445,2023-11-15 18:40:09.182835+00:00,,t,local,8B,73820937757689218,648518346477695957,[ 52432 123096   3835]
484,2023-11-15 18:40:09.206558+00:00,,t,local,3B,72694692844037123,648518346486790276,[ 19904 113776   1123]
451,2023-11-15 18:40:09.186515+00:00,,t,local,3B,72555054934277051,648518346488736349,[ 15800 146016   1233]
452,2023-11-15 18:40:09.187134+00:00,,t,local,11B,72906829667264814,648518346491552574,[ 25280 145336    660]
456,2023-11-15 18:40:09.189480+00:00,,t,local,19B,73258673321161569,648518346491128493,[ 34816 143888    598]
455,2023-11-15 18:40:09.188893+00:00,,t,local,11B,72836460855941261,648518346476946704,[ 23520 144800    614]
457,2023-11-15 18:40:09.190077+00:00,,t,local,17A,72343261305716916,648518346465915696,[  8528 126600    849]
372,2023-11-15 18:40:09.132915+00:00,,t,local_intersegmental,1A,74031837093327742,648518346500082060,[ 58312 117328   2330]
459,2023-11-15 18:40:09.191266+00:00,,t,ascending,uk,73962498470312307,648518346511312770,[ 56960 149480   1090]
460,2023-11-15 18:40:09.191976+00:00,,t,local,19B,73188510735340268,648518346500367797,[ 33448 150752    566]
461,2023-11-15 18:40:09.192558+00:00,,t,local,3B,72554917428464563,648518346507162911,[ 14840 141552   1142]
463,2023-11-15 18:40:09.193725+00:00,,t,local,11A,74031699251880317,648518346502838259,[ 59264 113200   1606]
453,2023-11-15 18:40:09.187713+00:00,,t,local,uk,72343056355382891,648518346517548837,[ 10096 120432   3186]
467,2023-11-15 18:40:09.196077+00:00,,t,local,17A,72695104959535100,648518346490802605,[ 20136 126000    672]
468,2023-11-15 18:40:09.196657+00:00,,t,local,19B,73469779486784476,648518346479754484,[ 41416 144096    520]
469,2023-11-15 18:40:09.197295+00:00,,t,local,3B,72554642416443262,648518346486472369,[ 14680 134560    901]
470,2023-11-15 18:40:09.197900+00:00,,t,local,3B,72554642416239459,648518346511048322,[ 15424 134768    803]
472,2023-11-15 18:40:09.199245+00:00,,t,local,17A,72272824110423098,648518346478656340,[  8056 124352   1297]
473,2023-11-15 18:40:09.199836+00:00,,t,local,17A,72413561934460120,648518346477517326,[ 10824 124640   2018]
476,2023-11-15 18:40:09.201626+00:00,,t,local,0A,73187894004819009,648518346499720844,[ 32984 132456   3869]
478,2023-11-15 18:40:09.202832+00:00,,t,ascending,uk,74031905208991977,648518346494274951,[ 57912 119840   1247]
479,2023-11-15 18:40:09.203438+00:00,,t,local,0A,73047225303098902,648518346517150501,[ 30120 133368   3985]
480,2023-11-15 18:40:09.204032+00:00,,t,local,17A,72765404916814968,648518346492064300,[ 22504 124824    631]
482,2023-11-15 18:40:09.205224+00:00,,t,local,hlx16,72413562605740162,648518346492247747,[ 11744 122912   3337]
485,2023-11-15 18:40:09.207190+00:00,,t,local,uk,73821350342770945,648518346513917977,[ 51288 136808   4282]
486,2023-11-15 18:40:09.207770+00:00,,t,local,17A,72765473636367058,648518346475486080,[ 22520 125920    616]
487,2023-11-15 18:40:09.208371+00:00,,t,local,3B,72765886020471836,648518346487847703,[ 20512 137744    668]
691,2023-11-15 18:40:09.331898+00:00,,t,local,6B,73682260846862377,648518346480350678,[ 47992 186160   1908]
444,2023-11-15 18:40:09.182258+00:00,,t,local,3B,72413493281703157,648518346488046292,[ 10392 121200   2062]
724,2023-11-15 18:40:09.351790+00:00,,t,local,23B,72624461471818080,648518346490345052,[ 17960 117568    996]
725,2023-11-15 18:40:09.352381+00:00,,t,local_intersegmental,uk,72836599972810278,648518346479386843,[ 23832 148880   3816]
726,2023-11-15 18:40:09.352958+00:00,,t,local,19B,73540285669658018,648518346477884397,[ 43200 148472    445]
727,2023-11-15 18:40:09.353531+00:00,,t,local,8B,72624668972274376,648518346492983728,[ 17944 123904   3525]
729,2023-11-15 18:40:09.354667+00:00,,t,local,19B,73469848206126922,648518346475327073,[ 41288 147408    508]
730,2023-11-15 18:40:09.355247+00:00,,t,local,12A,72837011618449751,648518346501845866,[ 24176 161128   2493]
731,2023-11-15 18:40:09.355808+00:00,,t,local,12A,73751599469774379,648518346481032538,[ 50816 154168   3107]
732,2023-11-15 18:40:09.356403+00:00,,t,local_intersegmental,7B,73822517701462192,648518346486087314,[ 52288 170656   2605]
733,2023-11-15 18:40:09.356983+00:00,,t,local,19B,73469710834223087,648518346495924170,[ 41472 142520    585]
808,2023-11-15 18:40:09.401291+00:00,,t,local_intersegmental,17A,73047979338288423,648518346487473578,[ 30632 155992    455]
809,2023-11-15 18:40:09.401848+00:00,,t,local,0A,73188168748628539,648518346524051461,[ 34000 140896   3668]
810,2023-11-15 18:40:09.402432+00:00,,t,local_intersegmental,19B,73400097869811725,648518346481455759,[ 40240 164256    281]
811,2023-11-15 18:40:09.403008+00:00,,t,mn,uk,74102274758536496,648518346490190007,[ 59864 119784   2811]
812,2023-11-15 18:40:09.403575+00:00,,t,local,19B,73540285736867105,648518346490917155,[ 44024 148288    596]
813,2023-11-15 18:40:09.404292+00:00,,t,local,11B,72906623441772734,648518346496080957,[ 25224 138328    538]
814,2023-11-15 18:40:09.404870+00:00,,t,local,3B,73681230524338521,648518346513869337,[ 48064 154080   2763]
815,2023-11-15 18:40:09.405450+00:00,,t,local_intersegmental,18B,74033347982401809,648518346520177489,[ 57856 162032    597]
471,2023-11-15 18:40:09.198494+00:00,,t,local,7B,72835912710834182,648518346514473694,[ 23008 128776   3614]
395,2023-11-15 18:40:09.150395+00:00,,t,local_intersegmental,12B,73188580662957704,648518346500638524,[ 34168 153480   2928]
447,2023-11-15 18:40:09.184152+00:00,,t,local,3B,72483794044669461,648518346484933965,[ 14048 120168   3480]
385,2023-11-15 18:40:09.143684+00:00,,t,local_intersegmental,5B,73682123676312454,648518346488164887,[ 48680 181744   2367]
464,2023-11-15 18:40:09.194319+00:00,,t,local,11A,73118073204611655,648518346486804612,[ 32496 149072    474]
466,2023-11-15 18:40:09.195487+00:00,,t,ascending,uk,74034172616074340,648518346504256206,[ 58872 187216    561]
398,2023-11-15 18:40:09.153473+00:00,,t,local,0A,73188031376721659,648518346490393883,[ 33480 136432   3735]
465,2023-11-15 18:40:09.194907+00:00,,t,ascending,uk,73821006275791874,648518346486177662,[ 52976 125256   3422]
448,2023-11-15 18:40:09.184731+00:00,,t,ascending,uk,72695037582272399,648518346504274784,[ 19760 124368   3278]
449,2023-11-15 18:40:09.185335+00:00,,t,ascending,18B,72343192854434278,648518346500759477,[ 10224 124728   1290]
544,2023-11-15 18:40:09.242698+00:00,,t,local,6B,73328768865099799,648518346487022817,[ 37056 137128   3773]
537,2023-11-15 18:40:09.238514+00:00,,t,ascending,uk,73186243932334630,648518346489001713,[34376 82664  2434]
556,2023-11-15 18:40:09.250174+00:00,,t,local,17A,72624598843737588,648518346479139024,[ 18120 122752    868]
539,2023-11-15 18:40:09.239694+00:00,,t,local,6A,72977611667913123,648518346490400465,[ 28416 157224   2486]
553,2023-11-15 18:40:09.248408+00:00,,t,ascending,uk,73187893937859950,648518346499664987,[ 34144 131616   3789]
534,2023-11-15 18:40:09.236744+00:00,,t,local,6B,73752698377695835,648518346485795454,[ 49288 188160   2050]
535,2023-11-15 18:40:09.237345+00:00,,t,local,19B,73329110784766594,648518346470597886,[ 37080 146896    578]
536,2023-11-15 18:40:09.237927+00:00,,t,ascending,uk,72554230233596120,648518346499891340,[ 14896 121624   1122]
538,2023-11-15 18:40:09.239109+00:00,,t,local_intersegmental,uk,73260047777794215,648518346493195584,[ 34936 186336    713]
540,2023-11-15 18:40:09.240335+00:00,,t,local,6B,73118006095915172,648518346494514709,[ 31856 146056   3564]
541,2023-11-15 18:40:09.240935+00:00,,t,local,13A,72484618812909268,648518346490900515,[ 13832 144816   3815]
542,2023-11-15 18:40:09.241514+00:00,,t,local_intersegmental,19B,73681023225219848,648518346491071521,[ 47288 147696    616]
543,2023-11-15 18:40:09.242103+00:00,,t,local,11A,72766367325258348,648518346477869781,[ 21320 152504   1168]
545,2023-11-15 18:40:09.243306+00:00,,t,local,11B,73188304509855641,648518346518641375,[ 34768 144048    468]
546,2023-11-15 18:40:09.244243+00:00,,t,local,6B,73258400121057447,648518346500449496,[ 35576 136144   3801]
547,2023-11-15 18:40:09.244825+00:00,,t,local,19B,73540285736691291,648518346496711396,[ 44016 148920    531]
548,2023-11-15 18:40:09.245424+00:00,,t,mn,uk,72624531264718610,648518346473210468,[ 17992 120088   2996]
549,2023-11-15 18:40:09.246013+00:00,,t,local_intersegmental,18B,74172918112005839,648518346486137513,[ 62584 128136   2213]
550,2023-11-15 18:40:09.246609+00:00,,t,local,19B,73329110851536788,648518346511922879,[ 37016 145704    654]
551,2023-11-15 18:40:09.247229+00:00,,t,local,3B,73961330440487160,648518346484600397,[ 57040 113016   1439]
552,2023-11-15 18:40:09.247805+00:00,,t,local,19B,73540217084335177,648518346501803882,[ 44304 147432    668]
554,2023-11-15 18:40:09.248998+00:00,,t,local,11B,73680885853360267,648518346487524075,[ 47376 144416    703]
555,2023-11-15 18:40:09.249577+00:00,,t,local,3B,72343124537957265,648518346518683615,[  9888 122512   2134]
488,2023-11-15 18:40:09.208972+00:00,,t,local,19B,73258673321114632,648518346491967762,[ 36736 145008    570]
490,2023-11-15 18:40:09.210152+00:00,,t,local,19B,73118141924262656,648518346491604648,[ 32224 150368    511]
600,2023-11-15 18:40:09.276728+00:00,,t,local,6B,73258606211978173,648518346494216078,[ 36760 142392   3611]
493,2023-11-15 18:40:09.211925+00:00,,t,local,17A,72343261171163204,648518346512036287,[  9847 125292    586]
494,2023-11-15 18:40:09.212517+00:00,,t,local_intersegmental,18B,72484068050286749,648518346494160395,[ 13096 128536   1817]
495,2023-11-15 18:40:09.213122+00:00,,t,local,19B,72977473222460358,648518346511177781,[ 26920 151728    638]
496,2023-11-15 18:40:09.213715+00:00,,t,local_intersegmental,uk,73189679100783568,648518346474542530,[ 33968 185336    864]
499,2023-11-15 18:40:09.215617+00:00,,t,local,0A,73047225236280136,648518346484121383,[ 29328 133880   3976]
500,2023-11-15 18:40:09.216225+00:00,,t,local,0A,73047156583750208,648518346494397717,[ 30272 132520   4047]
501,2023-11-15 18:40:09.216810+00:00,,t,local_intersegmental,uk,73119447795700863,648518346487995678,[ 31840 188448    903]
502,2023-11-15 18:40:09.217405+00:00,,t,local,3B,73751942731806372,648518346495236790,[ 49248 165608   2527]
503,2023-11-15 18:40:09.217994+00:00,,t,local,23B,74031699453044190,648518346492978608,[ 58912 114008   1938]
504,2023-11-15 18:40:09.218568+00:00,,t,local,19B,73047773247107537,648518346479342290,[ 28752 151280    606]
598,2023-11-15 18:40:09.275539+00:00,,t,local_intersegmental,uk,73471978912383646,648518346497036260,[ 41904 209320   1235]
506,2023-11-15 18:40:09.219734+00:00,,t,local,11A,72765061521339980,648518346470371582,[ 20960 114072   1032]
507,2023-11-15 18:40:09.220325+00:00,,t,local,19B,73258742040712960,648518346494015776,[ 35832 147160    601]
509,2023-11-15 18:40:09.221633+00:00,,t,local,19B,73329248223930116,648518346493750264,[ 36928 151008    641]
511,2023-11-15 18:40:09.222806+00:00,,t,local,7B,72765612619172081,648518346520517942,[ 21696 129432   3559]
512,2023-11-15 18:40:09.223407+00:00,,t,local_intersegmental,8B,72695037716517502,648518346493249344,[ 19584 122960   3523]
513,2023-11-15 18:40:09.224003+00:00,,t,local,6B,73258331602828924,648518346517681256,[ 35024 134088   4171]
514,2023-11-15 18:40:09.224606+00:00,,t,local,19B,73469848273192712,648518346486521220,[ 42056 146144    599]
515,2023-11-15 18:40:09.225210+00:00,,t,local,3B,72836873776967524,648518346490837421,[ 23840 156920   1748]
516,2023-11-15 18:40:09.225786+00:00,,t,local,19B,73118141991360944,648518346489936858,[ 31880 150232    618]
517,2023-11-15 18:40:09.226384+00:00,,t,local,3B,72484273873384790,648518346486156704,[ 12568 133872   1247]
519,2023-11-15 18:40:09.227578+00:00,,t,local,11B,72906829600227305,648518346472619211,[ 25576 144400    564]
520,2023-11-15 18:40:09.228187+00:00,,t,local,17A,72554298751793365,648518346504809606,[ 16192 123840    763]
521,2023-11-15 18:40:09.228914+00:00,,t,local,6B,73118006162980943,648518346487529898,[ 31408 146184   3685]
522,2023-11-15 18:40:09.229507+00:00,,t,local,19B,73258879479536214,648518346483217060,[ 35848 150304    556]
523,2023-11-15 18:40:09.230108+00:00,,t,local,19B,73188442015897841,648518346493076032,[ 33616 149040    548]
524,2023-11-15 18:40:09.230699+00:00,,t,local,11A,72766298605958802,648518346481011802,[ 21136 150328   1256]
525,2023-11-15 18:40:09.231304+00:00,,t,local_intersegmental,uk,73119379076107554,648518346489666319,[ 32160 187208    889]
526,2023-11-15 18:40:09.231901+00:00,,t,local,6B,73823067121724796,648518346485363731,[ 51408 187152   1967]
527,2023-11-15 18:40:09.232492+00:00,,t,local_intersegmental,uk,73189679100709068,648518346485390099,[ 32848 185960    836]
528,2023-11-15 18:40:09.233086+00:00,,t,local,19B,72905798942183186,648518346495531938,[ 25296 114424    878]
529,2023-11-15 18:40:09.233669+00:00,,t,local,3B,74243767691116376,648518346488572344,[ 64448 141344   1917]
530,2023-11-15 18:40:09.234261+00:00,,t,local,19B,73399548181218913,648518346480778973,[ 38992 149184    444]
533,2023-11-15 18:40:09.236034+00:00,,t,local,6B,73328700145590881,648518346488454537,[ 37312 134128   3769]
557,2023-11-15 18:40:09.250759+00:00,,t,local,3B,73681092750033836,648518346472479753,[ 47688 149920   2159]
